法人番号,空欄,空欄,空欄,サービスの名称（最大40文字）,サブタイトル（最大40文字）,サービスの対象者,サービスの対象分野,都道府県（全国サービスの場合はチェックなし）,対象地域群,空欄,空欄,空欄,サービス概要（最大200文字）,,空欄,開始日,終了日,サービス期間に関して自由に記入してください。（最大２０文字）,空欄,詳細情報URL,企業名等,空欄,空欄,サービス対象の業種（標準産業分類）,［事業者向けサービス］支援対象事業ステージ,［事業者向けサービス］サービス分類,［事業者向けサービス］「お困りごと」,［個人向けサービス］ライフステージ,［個人向けサービス］サービス分類,［個人向けサービス］お困りごと,災害名,キーワード,空欄,空欄,空欄,情報更新日,空欄,空欄,空欄,サービス費用,サービス詳細分類,［教育用サービスの場合］教育用サービス内容,主な所属団体名,記入者の連絡先（メールアドレス）・・非公開,本情報は、業界団体などを通じて各企業が登録した情報であり、情報の内容、情報活用等により生じた一切の責任を政府は負いません。情報源を確認するなどして、利用者の判断で活用してください。
2010601029542,,,,クロノロジー型危機管理情報共有システム「災害ネット」,,"企業等, 教育機関, 医療機関, 福祉施設, 行政機関","ワークスタイル（テレワーク含む）, コミュニケーション",,,,,,"カンタンな操作で、大量に押し寄せる情報をクロノロジー(＝時系列)で集約・共有できるツールです。
大量の情報を整理する手間を最小限にし、本来の対応に人の力を注ぐことができます。
実際に、新型コロナウイルス対応のほか、地震や風水害等の災害で活用されています。",,,2020/04/27,2020/07/31,,,https://www.unisys.co.jp/news/nr_200427_disasternet.pdf,日本ユニシス株式会社,,,,"事業運営時, 事業再生・承継等",サービス提供,"IT化, 災害対応, 情報収集",,,,新型コロナウイルス感染症,BCP,,,,2020/05/25,,,,無料,"コミュニケーション支援, テレワーク, 遠隔作業環境",,電子情報技術産業協会（JEITA）,,
2010701012175,,,,モバイルアプリ作成ツール「Platio」,検温レポート、勤怠管理などのテレワーク向けモバイルアプリを簡単作成,"企業等, 教育機関, 医療機関, 福祉施設, 行政機関","ワークスタイル（テレワーク含む）, 医療、福祉, コミュニケーション",,,,,,Platio（プラティオ）は、検温レポート、テレワーク申請、勤怠管理、業務日報など、テレワークや感染症対策向けのモバイルアプリを簡単に作成・活用できるクラウドサービスです。アプリのテンプレートを選んで設定するだけで、自社専用のスマートフォン・タブレット向けアプリが手軽に作成できます。,,,2020/02/28,2020/07/31,,,https://handbook.jp/telework_seminar/,アステリア株式会社,,,,事業運営時,サービス提供,"IT化, 災害対応, 情報収集",,,,新型コロナウイルス感染症,テレワーク向けモバイルアプリ作成,,,,2020/05/25,2020/07/31,,,無料,"コミュニケーション支援, テレワーク, 遠隔作業環境, 営業・契約支援, 健康・運動管理, 情報通信",,日本テレワーク協会,,
6010401129051,,,,法人向けクラウドストレージサービス『ixMark（イクスマーク）』,,"企業等, 教育機関, 医療機関, 福祉施設, 行政機関, 組合、協会、プロジェクトなど","ワークスタイル（テレワーク含む）, コミュニケーション",,,,,,"「自タウからでもオフィスにいるときと同じようにデータ共有を行いたい」
「無料のクラウドサービスではセキュリティ面で不安がある」
そんな課題を抱えていませんか？

クラウドストレージサービス「ixMark」は普段と変わらない画面で操作が行えます。
Windowsならエクスプローラー、Macならファインダー画面でファイルのコピペなど、らくらくスムーズ！導入もカンタンで、さらに低価格！中小企業にオススメのサービスです。",,,2020/03/09,,お申込みから１ヶ月,,https://ixmark.jp/,ixMark株式会社,,,,,サービス提供,"IT化, 知的財産, 起業・創業, 災害対応",,,,新型コロナウイルス感染症,テレワーク、クラウドサービス、ストレージ、データ共有、データ転送,,,,2020/05/25,,,,割引,"コミュニケーション支援, テレワーク",,テレワーク・デイズ登録企業,,
2010701012175,,,,モバイル情報共有ツール「Handbook」,学校や教育機関での教材・授業の配信、アンケートやクイズ・試験を実現,教育機関,"教育・学習支援, コミュニケーション",,,,,,Handbookは管理者が、プリントやお知らせ、講義資料などのドキュメント、動画や画像などの教材、アンケートや練習問題などを、スマートフォンやタブレット、PCに配信できるクラウドサービスです。また各学生が資料を閲覧したかどうかが確認でき、練習問題の解答やアンケートの回答もグラフ形式で確認できるので、すぐにフォローやフィードバックが行えます。,,,2020/04/24,2020/07/31,,,https://handbook.jp/telework_edu_form/,アステリア株式会社,,,教育、学習支援,事業運営時,サービス提供,"設備投資, IT化",,,,新型コロナウイルス感染症,リモート学習支援,,,,2020/05/25,2020/07/31,,,無料,"コミュニケーション支援, オンライン授業, 教材提供",教材やアンケート、試験の配信,日本テレワーク協会,,
8010601024653,,,,Wrap®,複雑な導入作業は不要、即座にテレワーク環境を実現可能,"企業等, 教育機関, 医療機関, 行政機関",ワークスタイル（テレワーク含む）,,,,,,クラウド型ネットワークサービス「Wrap®（ラップ）」は、端末にソフトウエアをインストールして、お客さまのネットワーク環境とWrap基盤を接続するだけで、即座にテレワーク環境を実現することが可能です。,,,2020/03/05,2020/07/31,弊社詳細情報のWebページ参照,,https://www.uniadex.co.jp/news/2020/20200512_wrap.html,ユニアデックス株式会社,,,,事業運営時,サービス提供,"販路開拓, 設備投資, IT化, 事業承継, 災害対応",,,,新型コロナウイルス感染症,テレワーク,,,,2020/05/26,,,,無料,"コミュニケーション支援, テレワーク, 遠隔作業環境, 営業・契約支援, 情報通信",,テレワーク・デイズ登録企業,,
10401126712,,,,Rian,英・中・韓をはじめ、多言語対応が必要な患者を支える医療従事者向けにドキュメント翻訳システムRian(リアン)を無償提供,"教育機関, 医療機関, 福祉施設, 行政機関",その他,,,,,,多言語ドキュメント翻訳システムRian（リアン）を、世界の医療従事者向けに3ヶ月間無償にてご提供いたします。Rian（リアン）は、エクセルやワードをはじめ、様々な形式のドキュメントを、そのフォーマットのまま翻訳できるウェブサービスです。このたび、ウェブアプリケーションを利用しなくても、メール送信だけで翻訳されたドキュメントが手元に届く簡易版機能を開発しました。,,,,,お申込み後、３ヶ月間無償利用可能,,https://rian.io/medicalsupport.html,株式会社Vizitech Solutions,,,"医療、福祉, 行政サービス等","事業運営時, 事業再生・承継等",サービス提供,IT化,,,,新型コロナウイルス感染症,翻訳支援,,,,2020/05/26,,,,無料,"営業・契約支援, 情報通信",,その他,,
2010401057479,,,,テレワーク環境ガイド,持続的なテレワークを実現するための在宅勤務環境のガイドライン,企業等,ワークスタイル（テレワーク含む）,,,,,,生産性を落とさずに在宅勤務を行うためには、通常のオフィスや事業所と同様に環境面での戦略的な投資が必要です。このガイドでは、レノボ・グループが実際に約4年半にわたってテレワークを導入し、蓄積したテレワークに最適な環境作りのノウハウを無償公開しています。,,,2020/05/26,,ガイドの提供のため、提供期間なし,,http://www.lenovojp.com/business/solution/download/002/pdf/TELEWORK_Full_ver.pdf,レノボ・ジャパン合同会社,,,,事業運営時,その他,"設備投資, IT化",,,,新型コロナウイルス感染症,テレワーク,,,,2020/05/26,,,,無料,"テレワーク, 遠隔作業環境",,日本テレワーク協会,,
2010401008184,,,,働き方改革テレワーク導入支援サービス,「働き方」を変える、「貴方」を変える,"企業等, 教育機関, 医療機関, 福祉施設, 行政機関","ワークスタイル（テレワーク含む）, コミュニケーション","埼玉県, 千葉県, 東京都, 神奈川県",,,,,情報創造コミュニティーでは、中堅・中小企業の皆様向けにテレワークや働き方を推進サポートするための相談会を随時実施しています。さらには、一部のツールは実際に触って体験することもできますので、お気軽にご相談ください。,,,2020/05/28,,,,https://www.t-itc.jp/hataraki/index.html,情報創造コミュニティー（運営：協立情報通信）,,,"農業、林業, 漁業, 鉱業、採石業、砂利採取業, 建設、製造, 電気・ガス・熱供給・水道, 運輸、郵便, 卸売、小売, 金融、保険, 不動産、物品賃貸, 学術研究、専門・技術サービス, 宿泊、飲食サービス, 生活関連サービス、娯楽, 教育、学習支援, 医療、福祉, 複合サービス, その他サービス, 行政サービス等",事業運営時,サービス提供,"設備投資, IT化, 災害対応, 情報収集",,,,新型コロナウイルス感染症,テレワーク,,,,2020/05/27,2020/05/28,,,無料,"ビデオ会議, コミュニケーション支援, テレワーク, 遠隔作業環境, 営業・契約支援, 情報通信",,コンピュータソフトウェア協会,,
3010401004372,,,,エビデンスに基づく二次文献データベース 『今日の臨床サポート』,,"個人, 教育機関, 医療機関","教育・学習支援, 医療、福祉",,,,,,"新型コロナウイルス感染症患者を扱う医療従事者の方々を支援するため、エビデンスに基づく二次文献データベー ス『今日の臨床サポート』へのアクセスを一部無料提供※いたします。
＜※コンテンツの対象は以下の通り＞
COVID-19（新型コロナウイルス感染症）
急性呼吸窮迫症候群
ICUルーチン
人工呼吸器の設定
呼吸不全
呼吸停止
経皮的心肺補助の概要・適応
敗血症
ショック
市中肺炎",,,2020/05/27,2020/06/30,予定,,https://clinicalsup.jp/cvd/covid_lp.html,エルゼビア・ジャパン株式会社,,,医療、福祉,事業運営時,サービス提供,"設備投資, 災害対応, 情報収集",23 健康・医療,サービス提供,"仕事, 医療福祉",新型コロナウイルス感染症,医療情報データベース,,,,2020/05/29,2020/06/30,,,無料,"健康相談, オンライン授業, 教材提供",COVID-19、新型コロナウイルス感染症、急性呼吸窮迫症候群、ICU、呼吸不全、敗血症、市中肺炎,その他,,
7010001008844,,,,活文 Managed Information Exchange Service,SaaS型 企業間情報共有システム,"企業等, 教育機関, 福祉施設, 行政機関","ワークスタイル（テレワーク含む）, コミュニケーション",,,,,,VPN不要で直接インターネットに接続できる端末があれば、場所を選ばずアクセスできる仮想ワークスペースを提供します。ユーザーは社内外の関係者と簡単かつセキュアにファイルやメッセージをやり取りすることが可能です。国内データセンターで運用しており、大手企業中心に多くの採用実績があります。お問い合わせ後、初回は無償でWeb会議を開催し用途ヒアリングと操作説明を行い、ご契約から３営業日で利用開始が可能です。,,,2020/04/15,2020/09/30,2020年6月30日12時申し込み期限,,http://www.hitachi.co.jp/products/it/mies/,株式会社日立製作所,,,,事業運営時,サービス提供,"IT化, 情報収集",,,,新型コロナウイルス感染症,テレワーク,,,,2020/06/01,,,,無料,"コミュニケーション支援, テレワーク, 遠隔作業環境, 情報通信",,電子情報技術産業協会（JEITA）,,
